title,price
"Apartament Ultralux de 2 camere, 55mp, balcon, garaj, zona Vivo",770 847 lei
Apartament 3 camere Militari | Gorjului | bloc 1980 | centrala,641 543 lei
Apartament Superb 3 Camere- Decomandat-Direct Dezvoltator,569 183 lei
Apartament 2 camere | Drumul Poienii | Locație Excelentă,489 861 lei
Inchiriez apartament 2 camere,1 989 lei
Apartament 2 camere Valea Rosie,288 446 lei
Vanzare apartament 2 camere zona Kamsas,460 021 lei
"Apartament 2 camere, amenajat central - Calea Romanilor",268 553 lei
Cazare regim hotelier apartament cu 1 si 2 camere central Timisoara,150 lei
Apartament 2 camere - mobilat si utilat!,164 116 lei
Inchiriez apartament 2 camere semidecomandat zona Cina Nord Ploiesti,1 243 lei
"Apartament 2 camere, zona Judetean",427 696 lei
Vand apartament 2 camere Gheorgheni.,621 651 lei
