title,price
"Laptop ASUS X515 A516KA cu procesor Intel® Celeron® N4500 pana la 2.80 GHz, 15.6"", Full HD, 8GB, 512GB SSD, Intel® UHD Graphics, No OS, Transparent Silver","1.049,99 Lei"
"Laptop Lenovo IdeaPad Slim 3 15IAH8 cu procesor Intel® Core™ i5-12450H pana la 4.4 GHz, 15.6"", Full HD, IPS, 16GB, 1TB SSD, Intel® UHD Graphics, No OS, Arctic Grey","2.399,99 Lei"
"Laptop Apple MacBook Air 13"", cu procesor Apple M3, 8 nuclee CPU si 8 nuclee GPU, 8GB, 256GB, Midnight, INT KB, Manual RO","5.299,99 Lei"
"Laptop Acer Aspire 5 A515-57 cu procesor Intel® Core™ i7-12650H pana la 4.70 GHz, 15.6"", Full HD, IPS, 16GB DDR4, 1TB SSD, Intel® UHD Graphics, No OS, Iron","2.999,99 Lei"
"Laptop Gaming Acer Nitro V15 ANV15-41-R86L cu procesor AMD Ryzen™ 5 7535HS pana la 4.55GHz, 15.6"", Full-HD, IPS, 144Hz, 16GB DDR5, 512GB SSD, NVIDIA® GeForce RTX™ 3050 6GB GDDR6, No OS, Obsidian Black","2.999,99 Lei"
"Laptop Apple MacBook Air 13-inch, True Tone, procesor Apple M1 , 8 nuclee CPU si 7 nuclee GPU, 8GB, 256GB, Space Grey, INT KB","3.976,99 Lei"
"Laptop Lenovo V15 G4 IRU cu procesor Intel® Core™ i5-13420H pana la 4.6GHz, 15.6"" Full HD, IPS, 16GB, 512GB SSD, Intel® UHD Graphics, No OS, Business Black, 3Y Courier/Carry","2.199,99 Lei"
"Laptop Gaming MSI Cyborg 15 A12UC cu procesor Intel® Core™ i5-12450H pana la 4.4 GHz, 15.6"", Full HD, IPS, 144Hz, 16GB, 512GB SSD, NVIDIA® GeForce RTX™ 3050 4GB GDDR6, No OS, Black","2.999,99 Lei"
"Laptop Lenovo IdeaPad Slim 3 15IAH8 cu procesor Intel® Core™ i5-12450H pana la 4.4 GHz, 15.6"", Full HD, IPS, 8GB, 512GB SSD, Intel® UHD Graphics, No OS, Abyss Blue","1.849,99 Lei"
"Laptop ASUS Vivobook 16 M1605YA cu procesor AMD Ryzen™ 5 7430U pana la 4.3GHz, 16'', WUXGA, IPS, 16GB DDR4, 512GB SSD, AMD Radeon™ Graphics, No OS, Indie Black","1.899,99 Lei"
"Laptop Gaming ASUS TUF Gaming A15 FA507NUR cu procesor AMD Ryzen™ 7 7435HS pana la 4.55 GHz, 15.6"", Full HD, IPS, 144Hz, 16GB DDR5, 1TB SSD, NVIDIA® GeForce RTX™ 4050 6GB GDDR6, No OS, Mecha Gray","4.199,99 Lei"
"Laptop Allview Allbook I cu procesor Intel® Core™ i3-1005G1 pana la 3.40 GHz, 15.6"", Full HD, 8GB, 256GB SSD, Intel UHD Graphics, Free DOS, Grey","999,00 Lei"
